马太福音1:1	　亚伯拉罕的后裔，大卫的子孙，耶稣基督的家谱：
马太福音23:13	-14　你们这假冒为善的文士和法利赛人有祸了！因为你们正当人前，把天国的门关了，自己不进去；正要进去的人，你们也不容他们进去。
马太福音23:15	　你们这假冒为善的文士和法利赛人有祸了！因为你们走遍洋海陆地，勾引一个人入教；既入了教，却使他作地狱之子，比你们还加倍。
马太福音23:16	　你们这瞎眼领路的有祸了！你们说：凡指着殿起誓的，这算不得什么；只是凡指着殿中金子起誓的，他就该谨守。
马太福音23:17	　你们这无知瞎眼的人哪，什么是大的？是金子呢？还是叫金子成圣的殿呢？
马太福音23:18	　你们又说：凡指着坛起誓的，这算不得什么；只是凡指着坛上礼物起誓的，他就该谨守。
马太福音23:19	　你们这瞎眼的人哪，什么是大的？是礼物呢？还是叫礼物成圣的坛呢？
马太福音23:20	　所以，人指着坛起誓，就是指着坛和坛上一切所有的起誓；
马太福音23:21	　人指着殿起誓，就是指着殿和那住在殿里的起誓；
马太福音23:22	　人指着天起誓，就是指着神的宝座和那坐在上面的起誓。
马太福音23:23	　你们这假冒为善的文士和法利赛人有祸了！因为你们将薄荷、茴香、芹菜献上十分之一，那律法上更重的事，就是公义、怜悯、信实，反倒不行了。这更重的是你们当行的，那也是不可不行的。
马太福音23:24	　你们这瞎眼领路的，蠓虫你们就滤出来，骆驼你们倒吞下去。
马太福音23:25	　你们这假冒为善的文士和法利赛人有祸了！因为你们洗净杯盘的外面，里面却盛满了勒索和放荡。
马太福音23:26	　你这瞎眼的法利赛人，先洗净杯盘的里面，好叫外面也干净了。
马太福音23:27	　你们这假冒为善的文士和法利赛人有祸了！因为你们好像粉饰的坟墓，外面好看，里面却装满了死人的骨头和一切的污秽。
马太福音23:28	　你们也是如此，在人前，外面显出公义来，里面却装满了假善和不法的事。
马太福音23:29	　你们这假冒为善的文士和法利赛人有祸了！因为你们建造先知的坟，修饰义人的墓，说：
马太福音23:30	　若是我们在我们祖宗的时候，必不和他们同流先知的血。
马太福音23:31	　这就是你们自己证明是杀害先知者的子孙了。
马太福音23:32	　你们去充满你们祖宗的恶贯吧！
马太福音23:33	　你们这些蛇类，毒蛇之种啊，怎能逃脱地狱的刑罚呢？
马太福音23:34	　所以我差遣先知和智慧人并文士到你们这里来，有的你们要杀害，要钉十字架；有的你们要在会堂里鞭打，从这城追逼到那城，
马太福音23:35	　叫世上所流义人的血，都归到你们身上；从义人亚伯的血起，直到你们在殿和坛中间所杀的巴拉加的儿子撒迦利亚的血为止。
马太福音23:36	　我实在告诉你们，这一切的罪都要归到这世代了。
马太福音23:37	　耶路撒冷啊，耶路撒冷啊，你常杀害先知，又用石头打死那奉差遣到你这里来的人。我多次愿意聚集你的儿女，好像母鸡把小鸡聚集在翅膀底下，只是你们不愿意。
马太福音23:38	　看哪，你们的家成为荒场留给你们。
马太福音23:39	　我告诉你们，从今以后，你们不得再见我，直等到你们说：奉主名来的是应当称颂的。
马太福音24:1	　耶稣出了圣殿，正走的时候，门徒进前来，把殿宇指给他看。
马太福音24:2	　耶稣对他们说：你们不是看见这殿宇吗？我实在告诉你们，将来在这里没有一块石头留在石头上，不被拆毁了。
马太福音24:3	　耶稣在橄榄山上坐着，门徒暗暗地来说：请告诉我们，什么时候有这些事？你降临和世界的末了有什么预兆呢？
马太福音24:4	　耶稣回答说：你们要谨慎，免得有人迷惑你们；
马太福音24:5	　因为将来有好些人冒我的名来，说：我是基督。并且要迷惑许多人。
马太福音24:6	　你们也要听见打仗和打仗的风声，总不要惊慌；因为这些事是必须有的，只是末期还没有到。
马太福音24:7	　民要攻打民，国要攻打国；多处必有饥荒、地震。
马太福音24:8	　这都是灾难的起头。
马太福音24:9	　那时，人要把你们陷在患难里，也要杀害你们；你们又要为我的名被万民恨恶。
马太福音24:10	　那时，必有许多人跌倒，也要彼此陷害，彼此恨恶；
马太福音24:11	　且有好些假先知起来，迷惑多人。
马太福音24:12	　只因不法的事增多，许多人的爱心才渐渐冷淡了。
马太福音24:13	　唯有忍耐到底的，必然得救。
马太福音24:14	　这天国的福音要传遍天下，对万民作见证，然后末期才来到。
马太福音24:15	　你们看见先知但以理所说的，那行毁坏可憎的站在圣地（读这经的人需要会意）。
马太福音24:16	　那时，在犹太的，应当逃到山上；
马太福音24:17	　在房上的，不要下来拿家里的东西；
马太福音24:18	　在田里的，也不要回去取衣裳。
马太福音24:19	　当那些日子，怀孕的和奶孩子的有祸了。
马太福音24:20	　你们应当祈求，叫你们逃走的时候，不遇见冬天或是安息日；
马太福音24:21	　因为那时必有大灾难，从世界的起头直到如今，没有这样的灾难，后来也必没有。
马太福音24:22	　若不减少那日子，凡有血气的，总没有一个得救的；只是为选民，那日子必减少了。
马太福音24:23	　那时，若有人对你们说，基督在这里；或说，基督在那里；你们不要信！
马太福音24:24	　因为假基督、假先知将要起来，显大神迹、大奇事，倘若能行，连选民也就迷惑了。
马太福音24:25	　看哪，我预先告诉你们了。
马太福音24:26	　若有人对你们说，看哪，基督在旷野里；你们不要出去！或说，看哪，基督在内屋中；你们不要信！
马太福音24:27	　闪电从东边发出，直照到西边；人子降临也要这样。
马太福音24:28	　尸首在哪里，鹰也必聚在那里。
马太福音24:29	　那些日子的灾难一过去，日头就变黑了，月亮也不放光，众星要从天上坠落，天势都要震动。
马太福音24:30	　那时，人子的兆头要显在天上，地上的万族都要哀哭；他们要看见人子，有能力，有大荣耀，驾着天上的云降临。
马太福音24:31	　他要差遣使者，用号筒的大声，将他的选民从四方，从天这边到天那边，都招聚了来。
马太福音24:32	　你们可以从无花果树学个比方：当树枝发嫩长叶的时候，你们就知道夏天近了。
马太福音24:33	　这样，你们看见这一切的事，也该知道人子近了，正在门口了。
马太福音24:34	　我实在告诉你们，这一代还没有过去，这些事都要成就。
马太福音24:35	　天地要废去，我的话却不能废去。
马太福音24:36	　但那日子，那时辰，没有人知道，连天上的使者也不知道，子也不知道，唯独父知道。
马太福音24:37	　挪亚的日子怎样，人子降临也要怎样。
马太福音24:38	　当洪水以前的日子，人照常吃喝嫁娶，直到挪亚进方舟的那日；
马太福音24:39	　不知不觉洪水来了，把他们全都冲去；人子降临也要这样。
马太福音24:40	　那时，两个人在田里，取去一个，撇下一个。
马太福音24:41	　两个女人推磨，取去一个，撇下一个。
马太福音24:42	　所以，你们要警醒，因为不知道你们的主是哪一天来到。
马太福音24:43	　家主若知道几更天有贼来，就必警醒，不容人挖透房屋；这是你们所知道的。
马太福音24:44	　所以，你们也要预备；因为你们想不到的时候，人子就来了。
马太福音24:45	　谁是忠心有见识的仆人，为主人所派，管理家里的人，按时分粮给他们呢？
马太福音24:46	　主人来到，看见他这样行，那仆人就有福了；
马太福音24:47	　我实在告诉你们，主人要派他管理一切所有的。
马太福音24:48	　倘若那恶仆心里说：我的主人必来得迟。
马太福音24:49	　就动手打他的同伴，又和酒醉的人一同吃喝。
马太福音24:50	　在想不到的日子，不知道的时辰，那仆人的主人要来，
马太福音24:51	　重重地处治他，定他和假冒为善的人同罪；在那里必要哀哭切齿了。
马太福音25:1	　那时，天国好比十个童女拿着灯出去迎接新郎；
马太福音25:2	　其中有五个是愚拙的，五个是聪明的。
马太福音25:3	　愚拙的拿着灯，却不预备油；
马太福音25:4	　聪明的拿着灯，又预备油在器皿里。
马太福音25:5	　新郎迟延的时候，她们都打盹，睡着了。
马太福音25:6	　半夜有人喊着说：新郎来了，你们出来迎接他！
马太福音25:7	　那些童女就都起来收拾灯。
马太福音25:8	　愚拙的对聪明的说：请分点油给我们，因为我们的灯要灭了。
马太福音25:9	　聪明的回答说：恐怕不够你我用的；不如你们自己到卖油的那里去买吧。
马太福音25:10	　她们去买的时候，新郎到了。那预备好了的，同他进去坐席，门就关了。
马太福音25:11	　其余的童女随后也来了，说：主啊，主啊，给我们开门！
马太福音25:12	　他却回答说：我实在告诉你们，我不认识你们。
马太福音25:13	　所以，你们要警醒；因为那日子，那时辰，你们不知道。
马太福音25:14	　天国又好比一个人要往外国去，就叫了仆人来，把他的家业交给他们，
马太福音25:15	　按着各人的才干给他们银子：一个给了五千，一个给了二千，一个给了一千，就往外国去了。
马太福音25:16	　那领五千的随即拿去做买卖，另外赚了五千。
